popularity,weighted_average,time_decay_factor,normalized_revenue,score
0.04008659743080025,0.8334802595664506,0.03187565858798736,0.13398805987271675,0.37111873470920725
0.03107927431902846,0.6641654035994069,0.03187565858798736,0.09426131274935869,0.29383085100917733
0.021393881920011376,0.48706001402507115,0.03187565858798736,0.0,0.2049753413074324
0.0070494566077465275,0.44044504325828226,0.03187565858798736,0.02921562984407631,0.18497392735242238
0.015319996848590178,0.42872985791768503,0.03187565858798736,0.02746767215883719,0.18333387565973505
0.032740292469228265,0.8121829735971497,0.03187565858798736,0.06723069053984893,0.34964769293692793
0.0121962004017116,0.47615663634337824,0.03187565858798736,0.0,0.19693491762743534
0.004678019620430317,0.413201756012185,0.03187565858798736,0.0,0.16874569318244553
0.009555601497075286,0.4074496806524157,0.03187565858798736,0.023081412066477573,0.17185810759916742
0.02682438337704891,0.5950290119128809,0.03187565858798736,0.126326558263676,0.2692841247849227
0.011540785479948286,0.5196745263475975,0.03187565858798736,0.038694708374588764,0.219884113916606
0.009918624781273408,0.42908054070921153,0.03187565858798736,0.0,0.17719344912559337
0.022175328759264187,0.6388600405662583,0.03187565858798736,0.004070468476422495,0.2666185009310718
0.009300655408711585,0.515536112862663,0.03187565858798736,0.004907437709244169,0.21226460589433585
0.013305265202216249,0.4283059023546869,0.03187565858798736,0.003593058624266768,0.1787772087458007
0.01851617475119076,0.8184799211744171,0.03187565858798736,0.04164771486609366,0.34263937852955656
0.01949478562188374,0.6438503928313994,0.03187565858798736,0.048422414121859485,0.2741952164289916
0.01648726745936769,0.5574135507231399,0.03187565858798736,0.0015423435609184873,0.2313854617365402
0.014987439968990901,0.5035659728080759,0.03187565858798736,0.07617940912902113,0.22044205940957928
0.013402854502654596,0.3933808505526668,0.03187565858798736,0.012708592788773327,0.16621355386984396
0.023141331141291355,0.5238626514361093,0.03187565858798736,0.041285173382086905,0.22658815196767268
0.019547086283111755,0.5196745263475975,0.03187565858798736,0.0,0.21728242798168307
0.020212192736218083,0.47393739310703076,0.03187565858798736,0.010869243715174257,0.20088400382397506
0.02216137594962806,0.4861765129131248,0.03187565858798736,0.0,0.20492893847450055
0.01887168189300733,0.6297687705658446,0.03187565858798736,0.017862490542730387,0.26372933749434974
0.0033715770852877666,0.47124239139864876,0.03187565858798736,0.0,0.191439370322974
0.015856640282017498,0.4940056262781656,0.03187565858798736,0.009827956643992221,0.20701288305007143
0.004070286083082638,0.4895790350058653,0.03187565858798736,0.0,0.19905351136497856
0.017940882089867063,0.6861265775950574,0.03187565858798736,0.0006236129025097795,0.28331430873874563
0.002010846631830659,0.44121243319268744,0.03187565858798736,0.0,0.17888309485920664
0.017317882472804923,0.5166539743225309,0.03187565858798736,0.06456321882914598,0.22486700847190563
0.022461311127420665,0.7614738837814181,0.03187565858798736,0.06056029926173893,0.32425190578219576
0.026310633583624104,0.48195403901668565,0.03187565858798736,0.09115426559141844,0.21857279180823608
0.00272765829964826,0.4385049059752606,0.03187565858798736,0.0,0.17808680863936294
0.012587149396935605,0.6552455330805973,0.03187565858798736,0.01411912766897572,0.2708447250707589
0.00020908026786720473,0.4195972044232501,0.03187565858798736,0.0,0.16951629680584632
0.014206212312504988,0.46783378496444694,0.03187565858798736,0.0,0.19440978184018018
0.01805040041239384,0.6381925561459876,0.03187565858798736,0.0,0.26409096555275197
0.0016340933738094253,0.4407134397413628,0.03187565858798736,0.00024265906454659989,0.17856919503515029
0.00833147852961051,0.48467058410540464,0.03187565858798736,0.0,0.19879460798340545
0.018045262403033134,0.48839838769408317,0.03187565858798736,0.0,0.2041712429682459
0.020053887982825893,0.445303557675645,0.03187565858798736,0.0,0.18773676119278776
0.01985455769503954,0.3848149923672488,0.03187565858798736,0.04382978846104897,0.17003607122347206
0.019084391462189754,0.5361074771346217,0.03187565858798736,0.007634426305855673,0.2248156943140023
0.008193705721907503,0.4574815153415255,0.03187565858798736,0.008455676188315194,0.18913222278301986
0.033712921476907985,0.914981777838815,0.03187565858798736,0.11740170654439763,0.39868191863734825
0.024256352233486458,0.6180782315555693,0.03187565858798736,0.12413346731411203,0.2771476365421385
0.006032136233896273,0.4277860919946206,0.03187565858798736,0.0,0.17512107422080614
0.02977683004285874,0.9049576737391987,0.03187565858798736,0.008372259792218839,0.37674342341105516
0.00108851458958489,0.42735029998058516,0.030441400304414,0.0,0.17289759584328873
0.029040134845037365,0.525445391970137,0.03187565858798736,0.0024031864786404336,0.2237484716272652
0.002486420266830982,0.45144472797092483,0.030441400304414,0.0,0.18309452931032305
0.0109276563934888,0.40576852751207615,0.03187565858798736,0.0,0.1682722564916254
0.007476768023998935,0.4325324444277472,0.03187565858798736,0.0,0.17759746791009784
0.0005608795678770837,0.4216509213572981,0.0351027397260274,0.0,0.17063985735637144
0.015373482923282502,0.45022670059038195,0.03187565858798736,0.006283855232509947,0.18877643461974167
0.01857288463907954,0.6349413681983167,0.030441400304414,0.0,0.2629277711501792
0.0002206238935905074,0.4270714925986028,0.03187565858798736,0.0,0.1725106295262767
0.019495021243358158,0.4470415100205558,0.03187565858798736,0.0,0.18820839543496498
0.008645894382202852,0.4329276495486032,0.03342465753424658,0.0,0.17830065044903476
